MCST NUMBER	MCST UEN	DEVELOPMENT NAME	DEVELOPMENT LOCATION	MCST ADDRESS	MCST STATUS	MC TEL NO	DATE OF MC CONSTITUTION	MANAGING AGENT	MA TEL NO		
3278	T08MC3278E	RIA TOWNHOUSES	117 BEDOK RIA CRESCENT 489930	127 BEDOK RIA CRESCENT - SINGAPORE 489935	ACTIVE	68403850	11/03/2008	Melana International Pte Ltd	68403850		
3279	T08MC3279A	DENG FU VILLE	30 KAMPONG EUNOS 417777	30 KAMPONG EUNOS 01-11 SINGAPORE 417777	ACTIVE	62569333	11/08/2008	Newman & Goh Property Consultants Pte Ltd	62569333		
3280	T08MC3280J	3 BRIGHT HILL CRESCENT	3 BRIGHT HILL CRESCENT 379662	3 BRIGHT HILL CRESCENT - SINGAPORE 579662	ACTIVE	98531828	01/03/2008	Hoe-Tan Co (Pte) Ltd	68387910		
3281	T07MC3281L	MAYA	9 STILL ROAD 423953	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 188727	ACTIVE	63370087	11/12/2007	Earnest Management Services Pte Ltd	63370087		
3282	t08MC3282A	EAST GALLERIA	19 SEA AVENUE 424239	540 SIMS AVENUE 03-06 SINGAPORE 387603	ACTIVE	68421731	19/06/2008	Landsfield Property Consultants Pte Ltd	68421731		
3283	S8023029Z	ROSYTH VILLE	3 ROSYTH ROAD 546134	3 ROSYTH ROAD - SINGAPORE 546134	ACTIVE	6256 2562	19/02/2008	ALPS4 INTERNATIONAL PTE LTD	62562562		
3284	T08MC3284D	BLOSSOMS @ WOODLEIGH	10 WOODLEIGH CLOSE 357905	14 WOODLEIGH CLOSE 01-17 SINGAPORE 357909	ACTIVE	65478768	28/04/2008	CKH Strata Management Pte Ltd	63463238		
3285	T07MC3285F	VANADIUM 	7 HERTFORD ROAD 129405	7 HERTFORD ROAD 01-04 SINGAPORE 219405	ACTIVE		26/12/2007	Weavepact Management Pte Ltd	67470926		
3286	T08MC3349K	R66 APARTMENTS	60 RANGOON ROAD 218350	540 SIMS AVENUE 03-06 SINGAPORE 387603	ACTIVE	68421731	24/09/2008	LANDSFIELD PROPERTY MANAGEMENT PTE LTD	68421731		
3287	T08MC3287C	ELEMENT @ STEVENS	72 STEVENS ROAD 257873	72 STEVENS ROAD - SINGAPORE 257873	ACTIVE	63550910	17/01/2008	Ace Acres Pte Ltd	63550910		
3288	T08MC3288K	TRADEHUB 21	18 BOON LAY WAY 609966	18 BOON LAY WAY 01-143 SINGAPORE 609966	ACTIVE	67953518	14/07/2008	Newman & Goh Property Consultants Pte Ltd	62569333		
3289	T08MC3289F	THE SILVER SPURZ	29 BRIGHTON AVENUE 559275	190 WOODLANDS INDUSTRIAL PARK E5 07-09 SINGAPORE 757516	ACTIVE	68849113	15/04/2008	Steadlink Asset Management Pte Ltd	68849113		
3290	T08MC3290C	URBANA	1 RIVER VALLEY CLOSE 237427	1 RIVER VALLEY CLOSE B1-02 SINGAPORE 238427	ACTIVE	62380860	18/03/2008				
3291	T08MC3291K	NA	8 LORONG 31 GEYLANG 000000	50 CHIN SWEE ROAD 09-02 SINGAPORE 169874	ACTIVE	67322220	26/06/2008	Sierra Asset Management Pte Ltd	67322220		
3292	T08MC3350G	THE GARDENS AT GERALD	21 TO 45 GERALD DRIVE 797670	25A GERALD DRIVE - SINGAPORE 269202	ACTIVE	62569332	11/09/2008	Rhodo Property & Estate Management Services Pte Ltd	65333375		
3293	T10MC0096J	ALPHA INDUSTRIAL BUILDING	7 TOH GUAN ROAD EAST 608599	7 TOH GUAN ROAD EAST - SINGAPORE 608599	ACTIVE	64661342	18/10/2010	Philip Motha Property Management Pte Ltd	64661342		
3294	T08MC3294J			302 ORCHARD ROAD 15-01 SINGAPORE 238862	ACTIVE		17/04/2008				
3295	T08MC3295E	CARLYX GREEN	41 CARLISLE ROAD 219606	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 188727	ACTIVE	63370087	12/03/2008	Earnest Management Services Pte Ltd	63370087		
3297	T08MC3297H	LEITH GROVE	6 LEITH PARK 547933	6 LEITH PARK - SINGAPORE 547933	ACTIVE		25/07/2008	Affinity Property Consultants Pte Ltd	63378047		
3298	T08MC3298D	VIZ  @ HOLLAND	221 QUEENSWAY 276750	223 QUEENSWAY 01-15 SINGAPORE 276751	ACTIVE	64791509	02/07/2008	SavillsCKH Pte Ltd	63463238		
3299	T08MC3299L	CHELSEA GROVE	2 MARTABAN ROAD 328626	2 MARTABAN ROAD - SINGAPORE 328626	ACTIVE	63375277	28/01/2008	RealtyLink Consultancy Pte Ltd	63375277		
3300	T08MC3300D	MERA EAST	336 CHANGI ROAD 419809	200 JALAN SULTAN 11-01 SINGAPORE 199018	ACTIVE	62915355	14/05/2008	Wisely 98 Pte Ltd	62915355		
3302	T08MC3302G	THE SENSORIA	1 JALAN ULU SEMBAWANG 758930	1 JALAN ULU SEMBAWANG B1-01 SINGAPORE 758930	ACTIVE	65562976	22/08/2008	Chamber Property Management Services Pte Ltd	97999107		
3303	T08MC3303C	THE BELVEDERE	51 MEYER ROAD 437874	51 MEYER ROAD 01-01 SINGAPORE 437874	ACTIVE	62426360	21/08/2008	CKH Strata Management Pte Ltd	63463238		
3304	T08MC3304K	THE CHUAN	31 LORONG CHUAN 556820	31 LORONG CHUAN 02-04 SINGAPORE 556820	ACTIVE	67496480	30/05/2008	Affinity Property Consultants Pte Ltd	63378047		
3305	T08MC3351C	URBAN EDGE @ HOLLAND V	2  FORD AVENUE 268686	2 FORD AVENUE B1-01 SINGAPORE 268686	ACTIVE	65665055	23/10/2008	Exceltec Property Management Pte Ltd	65659660		
3306	T08MC3352K	MANAGEMENT CORPN STRATA TITLE PLAN NO 3306	29 JURONG WEST STREET 41 649411	31 JURONG WEST STREET 41 01-39 SINGAPORE 649412	ACTIVE	6795 8018	10/11/2008	Melana International Pte Ltd	63271110		
3307	T08MC3307J	WOODLANDS E-TERRACE	133 WOODLANDS INDUSTRIAL PARK E5 757503	137 WOODLANDS INDUSTRIAL PARK E5 - SINGAPORE 757505	ACTIVE	62569333	20/03/2008	Exceltec Property Management Pte Ltd	65682039		
3308	G7200824W	MEDGE	2 MINBU ROAD 308186	2 MINBU ROAD - SINGAPORE 308186	ACTIVE	64411184	09/09/2008	A4 International Pte Ltd	64411184		
3309	T08MC3309A	Sunshine Grandeur	63 LORONG K TELOK KURAU 425673	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 188727	ACTIVE	63370087	07/04/2008	Earnest Management Services Pte Ltd	63370087		
3310	S7532060D	PARC MACKENZIE	68 MACKENZIE ROAD 228687	53 KIM KEAT ROAD 05-02 SINGAPORE 328823	ACTIVE	62977177	03/07/2009		62977177		
3311	T06MC3117L	LE MERRIT	64 LORONG M TELOK KURAU 425365	865 MOUNTBATTEN ROAD 05-34 SINGAPORE 437844	ACTIVE	66653880	13/11/2008	Propmag Management Services Pte Ltd	66653880		
3312	T08MC3312A	SUFFOLK PREMIER	3 SUFFOLK ROAD 307781	531 UPPER CROSS STREET 03-52 SINGAPORE 050531	ACTIVE	65333375	15/07/2008		97806786		
3314	T08MC3355J	HARMONY @ 1A	1A LIM AH PIN ROAD 547810	1A LIM AH PIN ROAD - SINGAPORE 547810	ACTIVE	64111671	20/10/2008	Chamber Property Management Services Pte Ltd	64685100		
3315	T08MC3356E	SOMMERVILLE REGENCY	22 LORONG SELANGAT 358716	22 LORONG SELANGAT - SINGAPORE 358716	ACTIVE	6255 7997	25/08/2008	LANDSFIELD PROPERTY MANAGEMENT PTE LTD	68421731		
3316	T08MC3357A	DLOTUS	10 LORONG AMPAS 328784	10 LORONG AMPAS 02-01 SINGAPORE 328784	ACTIVE	6254 3816	02/10/2008	Knight Frank Estate Management Pte Ltd	68485678		
3317	53167091X	MANAGEMENT CORPN STRATA TITLE PLAN NO 3317	18 LEICESTER ROAD 358847	18 LEICESTER ROAD 01-01 SINGAPORE 358847	ACTIVE	6842 1731	30/06/2008	DTZ DEBENHAM LEUNG PROPERTY MANAGEMENT SERVICES PTE LTD	64179222		
3318	T08MC3318K	MANAGEMENT CORPN STRATA TITLE PLAN NO 3318	52 LORONG G TELOK KURAU 426235		ACTIVE	6665 3880	12/05/2008	Propmag Management Services Pte Ltd	6665 3880		
3319	T08MC3319F	BELLEZZA @KATONG	46 CEYLON ROAD 429634	50 CHIN SWEE ROAD 09-02 SINGAPORE 169874	ACTIVE	67322220	12/08/2008	Sierra Asset Management Pte Ltd	6732 2220		
3320	T08MC3320C	THE NCLAVE	81 LORONG N TELOK KURAU 425231	701 GEYLANG ROAD 03-04 SINGAPORE 389687	ACTIVE	68427973	29/05/2008	Rhodo Property & Estate Management Services Pte Ltd	65333375		
3321	T08MC3358H	SIGNATURE RESIDENCE	11 GREEN LANE 438916	11 GREEN LANE - SINGAPORE 438916	ACTIVE	65665055	03/09/2008	Exceltec Property Management Pte Ltd	65682033		
3322	T09MC0014H	THE SEAVIEW	29 AMBER ROAD 439948	41 AMBER ROAD 01-27 SINGAPORE 439948	ACTIVE	62427767	13/03/2009	SavillsCKH Pte Ltd	63463238		
3323	T08MC3323B	LEGEND @ JANSEN	43 JANSEN ROAD 548445	43/45 JANSEN ROAD - SINGAPORE 548445	ACTIVE	66653880	20/08/2008	Propmag Management Services Pte Ltd	66653880		
3324	T08MC3359D	THE FOLIAGE	370 PASIR PANJANG ROAD 118707	372 PASIR PANJANG ROAD 01-12 SINGAPORE 118709	ACTIVE	637700787	24/09/2008	Earnest Management Services Pte Ltd	63370087		
3325	T09MC0092A	LE REVE	33 KAMPONG EUNOS 417780	33 KAMPONG EUNOS 01-12 SINGAPORE 417786	ACTIVE	62207535	07/07/2008	KINGSTON PROPERTY MAINTENANCE SERVICES PTE LTD	62207535		
3326	T09MC0093H	KOVANA	53 KOVAN ROAD 548136	53 KOVAN ROAD - SINGAPORE 548136	ACTIVE		20/10/2009	Propnex Property Management Consultant Pte Ltd	65908880		
3329	T08MC3329L	NORTH BRIDGE CENTRE	420 NORTH BRIDGE ROAD 188727	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 188727	ACTIVE	63391916	28/05/2008	Earnest Management Services Pte Ltd	63370087		
3330	T08MC3330H	THE GRANGE	1 GRANGE GARDEN 249631	1 GRANGE GARDEN 01-06 SINGAPORE 249631	ACTIVE	68848490	07/08/2008	Knight Frank Estate Management Pte Ltd	68485678		
3331	T09MC0053K		32F PLATINA ROAD 758641	32E PLATINA ROAD - SINGAPORE 758640	ACTIVE	91478793	24/06/2009				
3332	T08MC3360A	THE TRESOR	26 DUCHESS ROAD 269029	28 DUCHESS ROAD 01-07 SINGAPORE 269030	ACTIVE	67625965	03/11/2008	CKH Strata Management Pte Ltd	63463238		
3333	T08MC3333G	MANAGEMENT CORPN STRATA TITLE PLAN NO 3333	313 PASIR PANJANG ROAD 117482	313 PASIR PANJANG ROAD - SINGAPORE 117482	ACTIVE	6468 5100	21/08/2008	Chamber Property Management Services Pte Ltd	64685100		
3334	T08MC3361H	TESSA LODGE	831 MOUNTBATTEN ROAD 437824	831 MOUNTBATTEN ROAD 01-01 SINGAPORE 437824	ACTIVE	63378047	30/10/2008	Affinity Property Consultants Pte Ltd	63374817		
3335	T08MC3362D	MANAGEMENT CORPN STRATA TITLE PLAN NO 3335	1 LEICESTER ROAD 358828	1 LEICESTER ROAD 01-01 SINGAPORE 358828	ACTIVE	6742 8076	23/10/2008	Exceltec Property Management Pte Ltd	65682033		
3336	T08MC3363L	PALM LOFT	136 JOO CHIAT TERRACE 427282	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 188727	ACTIVE	63370087	02/09/2008	Earnest Management Services Pte Ltd	63370087		
3337	T08MC3337B	SYLVAN LODGE	143 HOLLAND ROAD 278575	531 UPPER CROSS STREET 03-52 SINGAPORE 050531	ACTIVE	65333375	11/08/2008	Rhodo Property & Estate Management Services Pte Ltd	65333375		
3338	T08MC3364G	CASERO @DUNMAN	489 DUNMAN ROAD 439192	489 DUNMAN ROAD - SINGAPORE 439192	ACTIVE	6665 3880	03/09/2008	Propmag Management Services Pte Ltd	6665 3880		
3339	T08MC3339E	BORDEN CENTRE	9 JALAN KILANG 159409	9 JALAN KILANG 07-01 SINGAPORE 159409	ACTIVE	63393779	01/09/2008	First Boston Property Consultants Pte Ltd	63393779		
3340	T08MC3366K	PARC EMILY	5 MOUNT EMILY ROAD 228490	13 MOUNT EMILY ROAD 01-39 SINGAPORE 228494	ACTIVE	68359848	18/11/2008	Exceltec Property Management Pte Ltd	65682035		
3341	T10MC0023H	WATER TERRACE	52A LORONG AH SOO 534171	48 LORONG AH SOO - SINGAPORE 536700	ACTIVE	84985868	16/03/2010	Pentagon Property Consultants Pte Ltd	84985868		
3342	T08MC3367F	CITY EDGE	18 MOULMEIN RISE 308133	18 MOULMEIN RISE - SINGAPORE 308133	ACTIVE	68411524	17/12/2008	Pacific Property Management Pte Ltd	68411524		
3343	T08MC3368B	TERESA 8	8 BUKIT TERESA CLOSE 099780	8/10 BUKIT TERESA CLOSE - SINGAPORE 099780	ACTIVE	68776599	04/11/2008	Realty International Associates Pte Ltd	68776599		
3344	T08MC3369J	YGK GARDENS	2 BELMONT ROAD 269854	2 BELMONT ROAD 01-05 SINGAPORE 269854	ACTIVE	67639741	09/10/2008	Abacus Property Management Pte Ltd	65111823		
3345	T09MC0012E	AQUENE	25 LORONG BANDANG 426341	25 LORONG BANDANG 01-01 SINGAPORE 423788	ACTIVE	66653880	02/03/2009	Propmag Management Services Pte Ltd	66653880		
3346	T08MC3346L	MONTVIEW	63 MOUNT SINAI DRIVE 277116	63 MOUNT SINAI DRIVE B2-01 SINGAPORE 277116	ACTIVE	62199349	14/08/2008				
3347	T09MC0037F	MANAGEMENT CORPN STRATA TITLE PLAN NO 3347	202 KIM SENG ROAD 239496	202 KIM SENG ROAD 01-05 SINGAPORE 239496	ACTIVE	6884 7428	21/05/2009	Jones Lang LaSalle Property Consultants Pte Ltd	62203888		
3348	T08MC3370F	ONE TREE HILL RESIDENCE	1A ONE TREE HILL 248669	1A ONE TREE HILL - SINGAPORE 248669	ACTIVE	63488278	23/12/2008	Iland Property Consultants Pte Ltd	63488278		
3349	T08MC3371B	THE ALEXCIER	237 ALEXANDRA ROAD 159929	237 ALEXANDRA ROAD B1-01 SINGAPORE 159929	ACTIVE	64751220	29/09/2008	RealtyLink Consultancy Pte Ltd	63375277		
3351	T09MC0001D	MANAGEMENT CORPN STRATA TITLE PLAN NO 3351	110 LORONG G TELOK KURAU 426313	141 MIDDLE ROAD 06-08 SINGAPORE 188976	ACTIVE	6338 5533/6886 1936	14/01/2009	Pentagon Property Consultants Pte Ltd	6886 1936		
3352	T08MC3372J	PHILLIPS RESIDENCES	22 PHILLIPS AVENUE 544982	3006 UBI ROAD 1 03-370 SINGAPORE 408700	ACTIVE	67441083	13/11/2008	CHERN SERN PROPERTY SERVICES PTE LTD	67441083		
3353	T08MC3373C	MANAGEMENT CORPN STRATA TITLE PLAN NO 3353			ACTIVE	9455 6811	16/12/2008				
3355	T09MC0030A	8@MOUNT SOPHIA	6 MOUNT SOPHIA 228457	4 MOUNT SOPHIA 01-35 SINGAPORE 228451	ACTIVE	68358528	30/04/2009	Property Facility Serivces Pte Ltd	62211313		
3356	T09MC0063D	NEWTON SUITES	60 NEWTON ROAD 307994	60 NEWTON ROAD 06-05 SINGAPORE 307994	ACTIVE	62530729	21/07/2009	Knight Frank Estate Management Pte Ltd	68485678		
3357	T09MC0067K	MANAGEMENT CORPN STRATA TITLE PLAN NO 3357	23 MACKENZIE ROAD 228680	33 MACKENZIE ROAD - SINGAPORE 228686	ACTIVE	68421731	04/08/2009	Landsfield Property Consultants Pte Ltd	68421731		
3358	T08MC3374A	Sunflower Regency	37 LORONG 20 GEYLANG 398753	865 MOUNTBATTEN ROAD 05-34 SINGAPORE 437844	ACTIVE	66653880	12/11/2008	Propmag Management Services Pte Ltd	66653880		
3360	T09MC0044A	JUBILEE RESIDENCE	353 PASIR PANJANG ROAD 118695	21 BUKIT BATOK CRESCENT 26-80 SINGAPORE 658065	ACTIVE	64111695	05/06/2009	Chamber Property Management Services Pte Ltd	90038078		
3361	T09MC0021C	PARK INFINIA AT WEE NAM	4 LINCOLN ROAD 308343	4 LINCOLN ROAD - SINGAPORE 308343	ACTIVE	63527718	06/04/2009	SavillsCKH Pte Ltd	63463238		
3362	T09MC0028H	BEAUFORT ON NASSIM	12 NASSIM ROAD 258380	12 NASSIM ROAD B1-01 SINGAPORE 258380	ACTIVE	68365998	29/04/2009	CKH Strata Management Pte Ltd	63463238		
3363	T08MC3375H	RESIDENCE 66	66 TELOK KURAU ROAD 423788	66 TELOK KURAU ROAD - SINGAPORE 423788	ACTIVE	6665 3880	05/11/2008	Propmag Management Services Pte Ltd	6665 3880		
3364	T09MC0003G	LANGE 28	28 LANGE ROAD 547990	28 LANGE ROAD - SINGAPORE 547990	ACTIVE		22/01/2009	Propmag Management Services Pte Ltd	64476233		
3365	T08MC3376D	WEST-N	250P PASIR PANJANG ROAD 117452	250P PASIR PANJANG ROAD - SINGAPORE 117452	ACTIVE	64411184	18/11/2008	A4 International Pte Ltd	64411184		
3366	T09MC0050L	RESIDENCES @ JANSEN	29 JANSEN ROAD 548432	29 JANSEN ROAD 01-01 SINGAPORE 548432	ACTIVE	84985868	15/06/2009	Pentagon Property Consultants Pte Ltd	63385533		
3367	G7200824W	Inova 100	100 LORONG N TELOK KURAU 425252	1 JALAN SAUDARA KU - SINGAPORE 457438	ACTIVE	64411184	14/11/2008	A4 International Pte Ltd	64411184		
3368	T08MC3378G	MANAGEMENT CORPN STRATA TITLE PLAN NO 3368	8 LORONG H TELOK KURAU 425991	10 LORONG H TELOK KURAU 01-05 SINGAPORE 425991	ACTIVE	62562562	07/11/2008	Total Estate Management Services Pte Ltd	63452117		
3369	T09MC0011J	PALM GROVE REGENCY	12 PALM GROVE AVENUE 547297	12 PALM GROVE AVENUE - SINGAPORE 547297	ACTIVE	66653880	17/02/2009	ALPS4 INTERNATIONAL PTE LTD	62562562		
3370	T08MC3379C	BLISS RESIDENCES	17 JALAN MASJID 418942	531 UPPER CROSS STREET 03-52 SINGAPORE 050531	ACTIVE	65333375	23/12/2008	Rhodo Property & Estate Management Services Pte Ltd	65333375		
3371	T09MC0017G	THE CALROSE	511 YIO CHU KANG ROAD 787066	513 YIO CHU KANG ROAD 02-24 SINGAPORE 787067	ACTIVE	65540139	19/03/2009	CKH Strata Management Pte Ltd	63463238		
3372	T09MC0020G	THE RAINTREE	97 BUKIT DRIVE 587842	95 BUKIT DRIVE 01-33 SINGAPORE 587843	ACTIVE	64626077	27/03/2009	Exceltec Property Management Pte Ltd	65682033		
3374	T09MC0007B	VITRA	170 TEMBELING ROAD 423679	170 TEMBELING ROAD - SINGAPORE 423679	ACTIVE	65111820	13/02/2009	Abacus Property Management Pte Ltd	65111820		
3375	T08MC3380L	THE MAYLEA	242F PASIR PANJANG ROAD 117492	242J PASIR PANJANG ROAD 01-14 SINGAPORE 117490	ACTIVE	65090920	10/12/2008	Newman & Goh Property Consultants Pte Ltd	62569333		
3376	T09MC0009E	MANAGEMENT CORPN STRATA TITLE PLAN NO 3376	1 UBI VIEW 408555	1 UBI VIEW 01-12 SINGAPORE 408555	ACTIVE	6509 0963	24/02/2009	DTZ DEBENHAM TIE LEUNG PROPERTY MANAGEMENT SERVICES PTE LTD	64179222		
3377	T09MC0008J	JLB RESIDENCES	169 JALAN LOYANG BESAR 509422	169 JALAN LOYANG BESAR 01-01 SINGAPORE 509422	ACTIVE	63374817	16/02/2009	Affinity Property Consultants Pte Ltd	63378047		
3378	T10MC0024D	MANAGEMENT CORPN STRATA TITLE PLAN NO 3378	8 LEICESTER ROAD 358841		ACTIVE	68421731	17/03/2010	Landsfield Property Consultants Pte Ltd	68421731		
3379	T08MC3381G	MAS BUILDING		10 SHENTON WAY - SINGAPORE 079117	ACTIVE		16/12/2008				
3380	T09MC0040F	REGENCY SUITES	36 KIM TIAN ROAD 169279	38 KIM TIAN ROAD 02-04 SINGAPORE 169262	ACTIVE	62229845	27/05/2009	SavillsCKH Pte Ltd	63463238		
3381	T09MC0004C	E-SPACE	135 LORONG K TELOK KURAU 425774	50 CHIN SWEE ROAD 09-02 SINGAPORE 169874	ACTIVE	67322220	05/02/2009	Sierra Asset Management Pte Ltd	67322220		
3382	S1232366B	SUITES@SURREY	6 SURREY ROAD 307745	6 SURREY ROAD 00-00 SINGAPORE 307745	ACTIVE	63387222	20/02/2009	HBA Group Property Consultants Pte Ltd	63387222		
3383	T09MC0034G	THE AZURE	201 OCEAN DRIVE 098584	203 OCEAN DRIVE 01-22 SINGAPORE 098583	ACTIVE	62389068	14/05/2009	DTZ DEBENHAM TIE LEUNG PROPERTY MANAGEMENT SERVICES PTE LTD	64179222		
3385	T09MC0023F	ESTIQUE	3 ROSE LANE 437361	190 WOODLANDS INDUSTRIAL PARK E5 07-09 SINGAPORE 757516	ACTIVE	68849113	08/04/2009	Steadlink Asset Management Pte Ltd	68849113		
3386	T08MC3382C	CITYLIGHTS	82 JELLICOE ROAD 208741	82 JELLICOE ROAD 01-16 SINGAPORE 208741	ACTIVE	6884 9850	11/12/2008	Knight Frank Estate Management Pte Ltd	68849841		
3389	T09MC0015D	THOMSON V ONE	9 SIN MING ROAD 575630	9 SIN MING ROAD - SINGAPORE 575630	ACTIVE	64411184	18/03/2009	A4 International Pte Ltd	64411184		
3390	T09MC0025J	BLEU@ EAST COAST	562 UPPER EAST COAST ROAD 466581	562 UPPER EAST COAST ROAD 01-15 SINGAPORE 466581	ACTIVE	63385533	16/04/2009	Pentagon Property Consultants Pte Ltd	63385533		
3391	T09MC0078L	The Vesta	112 LORONG K TELOK KURAU 425746	112 LORONG K TELOK KURAU - SINGAPORE 425746	ACTIVE	63385533	04/09/2009	Pentagon Property Consultants Pte Ltd	63385533		
3392	T09MC0005K	MANAGEMENT CORPN STRATA TITLE PLAN NO 3392	21 SAMPAN PLACE 436593	21 SAMPAN PLACE 01-01 SINGAPORE 436593	ACTIVE	6247 5490	11/02/2009	Knight Frank Estate Management Pte Ltd	96186517		
3393	T09MC0081L	MARLENE VILLE	11A-R MARLENE AVENUE 556624	11S MARLENE AVENUE - SINGAPORE 556624	ACTIVE	62557997	17/09/2009	Ace Body Corporate Management Pte Ltd	62557997		
3394	T09MC0035C	BEAU VISTA	115E JALAN KEMBANGAN 419161	115 JALAN KEMBANGAN - SINGAPORE 419512	ACTIVE	90060953	15/05/2009	DTZ DEBENHAM TIE LEUNG PROPERTY MANAGEMENT SERVICES PTE LTD	64179226		
3396	T09MC0049C	PATERSON RESIDENCE	83 PATERSON ROAD 238549	83 PATERSON ROAD 01-01 SINGAPORE 238549	ACTIVE	68380280	11/06/2009	DTZ Debenham Tie Leung (SEA) Property Advisers	64179227		
3397	T09MC0002L	VARSITY PARK CONDOMINIUM	22 TO 76 WEST COAST RISE 127446	44 WEST COAST ROAD B1-01 SINGAPORE 129841	ACTIVE	67767992	16/01/2009	Iland Property Consultants Pte Ltd	63488278		
3398	T09MC0060E	NOVELIS @ NOVENA	75 SINARAN DRIVE 308322	75 SINARAN DRIVE - SINGAPORE 308322	ACTIVE		16/07/2009	D Prime Pte Ltd	67355595		
3399	T09MC0006F	MURANO	349 PASIR PANJANG ROAD 118691	50 CHIN SWEE ROAD 09-02 SINGAPORE 169874	ACTIVE	6732 2220	13/02/2009	Hoe-Tan Co (Pte) Ltd	68387911		
3400	T09MC0068F	VISION CREST	33 OXLEY RISE 238710	35 OXLEY RISE 01-06 SINGAPORE 238711	ACTIVE	62352985	04/08/2009	CB Richard Ellis Pte Ltd	62248181		
3401	S1232366B	ROSYTH RESIDENCE	37 ROSYTH ROAD 546200	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 188727	ACTIVE	63370087	26/05/2009	Earnest Management Services Pte Ltd	63370087		
3402	T10MC0017J	MANAGEMENT CORPN STRATA TITLE PLAN NO 3402	61 TAI SENG AVENUE 534167		ACTIVE	6287 7005	12/03/2010		81002813		
3403	T09MC0029D	GALLOP GREEN	13 WOOLLERTON PARK 257534	17 WOOLLERTON PARK B1-17 SINGAPORE 257536	ACTIVE	64697259	30/04/2009		65139288		
3404	T09MC0032D	THE ARC AT DRAYCOTT	5 DRAYCOTT DRIVE 259420	5 DRAYCOTT DRIVE 01-01 SINGAPORE 259420	ACTIVE	68365828	06/05/2009	Knight Frank Estate Management Pte Ltd	68485678		
3405	T09MC0042J	THE SAIL @ MARINA BAY	2 MARINA BOULEVARD 018987	4 MARINA BOULEVARD 01-30 SINGAPORE 018986	ACTIVE	6509 0970	28/05/2009	Knight Frank Estate Management Pte Ltd	68485678		
3406	T09MC0024B		83 HUA GUAN AVENUE 589180	50 CHIN SWEE ROAD 06-02 SINGAPORE 169874	ACTIVE	63375277	09/04/2009	RealtyLink Consultancy Pte Ltd	63375277		
3407	198002690M	DALLA VALE	220 SPRINGLEAF AVENUE 786320	220 SPRINGLEAF AVENUE - SINGAPORE 786320	ACTIVE	64670946	02/09/2009	Melana International Pte Ltd	91890299		
3408	T09MC0016L	ATELIER VILLAS	1 YIO CHU KANG DRIVE 786314	531 UPPER CROSS STREET 03-52 SINGAPORE 050531	ACTIVE	65333375	18/03/2009	Rhodo Property & Estate Management Services Pte Ltd	65333375		
3409	T09MC0098K	THE CITRINE	18 JALAN DATOH 329415	18 JALAN DATOH - SINGAPORE 329415	ACTIVE	63385533	29/10/2009				
3410	T09MC0022K	MERA SPRINGS	81 CARLISLE ROAD 219647	83 CARLISLE ROAD 02-05 SINGAPORE 219648	ACTIVE	63417198	07/04/2009	DTZ DEBENHAM TIE LEUNG PROPERTY MANAGEMENT SERVICES PTE LTD	64179222		
3411	53053184D	PALM OASIS	51 LORONG H TELOK KURAU 426052	21 BUKIT BATOK CRESCENT 26-80 SINGAPORE 658065	ACTIVE	64685100	23/03/2009	Pentagon Property Consultants Pte Ltd	63385533		
3412	T09MC0033L	PRISTINE HEIGHTS	77 MERGUI ROAD 219053	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 188727	ACTIVE	63370087	06/05/2009	Earnest Management Services Pte Ltd	63370087		
3413	T09MC0036K	ROBERTSON EDGE	18 TONG WATT ROAD 238010	18 TONG WATT ROAD - SINGAPORE 238010	ACTIVE		20/05/2009	A4 International Pte Ltd	64411184		
3414	T09MC0013A	WATERMARK ROBERTSON QUAY	1 RODYK STREET 238212	1 RODYK STREET 03-10 SINGAPORE 238212	ACTIVE	62207535/6	05/03/2009	KINGSTON PROPERTY MAINTENANCE SERVICES PTE LTD	62207535		
3415	T09MC0047L	MANAGEMENT CORPN STRATA TITLE PLAN NO 3415	82 PLAYFAIR ROAD 368001	2 JURONG EAST STREET 21 05-05 SINGAPORE 609601	ACTIVE	65682033	10/06/2009	Exceltec Property Management Pte Ltd	65682033		
3416	s1232366b	MANAGEMENT CORPN STRATA TITLE PLAN NO 3416	3 SOMMERVILLE ROAD 358227	118 ALJUNIED AVENUE 2 04-102 SINGAPORE 633898	ACTIVE		28/08/2009	Dawson Property Management Pte Ltd	63389883		
3417	T09MC0088E	BOTANIKA	50 HOLLAND ROAD 258853	50 HOLLAND ROAD B1-01 SINGAPORE 258853	ACTIVE	64791005	13/10/2009	SunProp Property and Assest Management Consultants Pte Ltd	62230169		
3418	T09MC0019K	WILKINSON 8		8H WILKINSON ROAD - SINGAPORE 436560	ACTIVE	64685100	25/03/2009	Chamber Property Management Services Pte Ltd	64685100		
3420	T09MC0031H	ESPA	10 CASHEW ROAD 679692	12 CASHEW ROAD B1-01 SINGAPORE 679693	ACTIVE	64651343	30/04/2009	Hilandas Property and Facilities Management Pte. Ltd	63420778		
